Panel,Protein,Uniprot,OlinkRef,Diagnosis,Inter subject,Biotemporal
INFLAMMATION,CXCL10,P02778,OID00535,0,58.22082114957088,41.779178850429105
INFLAMMATION,CXCL11,O14625,OID00486,0,37.765017650640196,62.234982349359804
INFLAMMATION,CXCL5,P42830,OID00520,0,47.342812271911924,52.657187728088076
INFLAMMATION,CXCL6,P80162,OID00534,0,27.681665608394947,72.31833439160505
INFLAMMATION,CXCL9,Q07325,OID00490,0,79.40523820286445,20.594761797135547
INFLAMMATION,DNER,Q8NFT8,OID01213,0,50.120167900253485,49.87983209974652
INFLAMMATION,EN.RAGE,P80511,OID00541,3.563727428614576,43.09127010767496,53.345002463710465
INFLAMMATION,FGF.19,O95750,OID00545,6.410823257822341,38.65691784785185,54.9322588943258
INFLAMMATION,FGF.21,Q9NSA1,OID00512,4.656979507630047,68.68559056836635,26.6574299240036
INFLAMMATION,FGF.23,Q9GZV9,OID00507,0,80.8116892120268,19.1883107879732
INFLAMMATION,FGF.5,P12034,OID00509,0,76.06130035444474,23.93869964555525
INFLAMMATION,Flt3L,P49771,OID00533,3.073985127552552,73.68958716615943,23.236427706288026
INFLAMMATION,GDNF,P39905,OID00475,0,75.26824699851964,24.73175300148036
INFLAMMATION,HGF,P14210,OID00522,0,58.25368444280402,41.74631555719596
INFLAMMATION,IFN.gamma,P01579,OID05547,0,36.33715108477667,63.66284891522333
INFLAMMATION,IL.10RA,Q13651,OID00508,0,63.784267899175994,36.215732100824006
INFLAMMATION,IL.10RB,Q08334,OID00515,0,68.95302497383871,31.046975026161277
INFLAMMATION,IL.12B,P29460,OID00523,2.9986006097686477,69.81820319237355,27.183196197857804
INFLAMMATION,IL.15RA,Q13261,OID00514,0,83.4968410883343,16.503158911665686
INFLAMMATION,IL.17A,Q16552,OID00485,0,71.80388487130642,28.196115128693584
INFLAMMATION,IL.17C,Q9P0M4,OID00483,0,31.292066979826892,68.7079330201731
INFLAMMATION,IL.18R1,Q13478,OID00517,0,65.30025607648851,34.69974392351149
INFLAMMATION,IL.20RA,Q9UHF4,OID00489,2.1796647903101434,28.865697546627718,68.95463766306213
INFLAMMATION,IL10,P22301,OID00528,1.5709373458896834,45.71195975613417,52.71710289797615
INFLAMMATION,IL18,Q14116,OID00501,0,52.12094167115083,47.87905832884917
INFLAMMATION,IL6,P05231,OID00482,0.9462596312446567,40.191480892717664,58.862259476037686
INFLAMMATION,IL7,P13232,OID00478,0,35.226844889152176,64.77315511084782
INFLAMMATION,IL8,P10145,OID00471,0,32.78682287065284,67.21317712934716
INFLAMMATION,LAP.TGF.beta.1,P01137,OID00480,0,48.77418813516782,51.22581186483219
INFLAMMATION,LIF.R,P42702,OID00511,0,55.519385753540305,44.48061424645969
INFLAMMATION,MCP.1,P13500,OID00484,0,63.11327287463551,36.88672712536449
INFLAMMATION,MCP.2,P80075,OID00549,0,73.61271205703193,26.387287942968058
INFLAMMATION,MCP.3,P80098,OID00474,0,60.59800919324755,39.40199080675246
INFLAMMATION,MCP.4,Q99616,OID00504,0,46.631120363068206,53.36887963693179
INFLAMMATION,MMP.1,P03956,OID00510,0,77.24004881687044,22.759951183129555
INFLAMMATION,MMP.10,P09238,OID00527,1.2790666945925844,65.78964998841326,32.93128331699415
INFLAMMATION,NT.3,P20783,OID00554,21.377281771368235,41.26915821832936,37.35356001030241
INFLAMMATION,OPG,O00300,OID00479,1.423099596793422,80.30850346315023,18.268396940056334
INFLAMMATION,OSM,P13725,OID00494,0.9072844357550249,37.30033204512587,61.79238351911911
INFLAMMATION,PD.L1,Q9NZQ7,OID00518,5.508083843317512,58.92842807770162,35.56348807898088
INFLAMMATION,SCF,P21583,OID00500,0,38.330047544724955,61.66995245527506
INFLAMMATION,SIRT2,Q8IXJ6,OID00538,0,29.148425613407362,70.85157438659265
INFLAMMATION,SLAMF1,Q13291,OID00502,0,54.605254787890814,45.39474521210918
INFLAMMATION,ST1A1,P50225,OID00557,0.8430659001468513,36.65920447194328,62.49772962790986
INFLAMMATION,STAMBP,O95630,OID00558,0,23.454192193579356,76.54580780642064
INFLAMMATION,TGF.alpha,P01135,OID00503,0,64.33645269364938,35.663547306350615
INFLAMMATION,TNF,P01375,OID05548,3.235160320040954,85.02191468495803,11.742924995001012
INFLAMMATION,TNFB,P01374,OID00561,14.460121021428078,56.28654276129578,29.25333621727615
INFLAMMATION,TNFRSF9,Q07011,OID00553,0,77.8011471717529,22.198852828247098
INFLAMMATION,TNFSF14,O43557,OID00506,5.823226384058801,43.10193016447062,51.074843451470585
INFLAMMATION,TRAIL,P50591,OID00488,12.382337511678962,37.71070109471578,49.90696139360526
INFLAMMATION,TRANCE,O14788,OID00521,0.998686257794435,69.96032120541004,29.040992536795535
INFLAMMATION,TWEAK,O43508,OID00555,0,56.46285086080094,43.53714913919906
INFLAMMATION,uPA,P00749,OID00481,0,61.89281139680455,38.10718860319545
INFLAMMATION,VEGFA,P15692,OID00472,0,69.33705731808695,30.66294268191306
NEURO EXPLORATORY,AARSD1,Q9BTE6,OID05202,0,19.139905890783446,80.86009410921655
NEURO EXPLORATORY,ABHD14B,Q96IU4,OID05201,0.3851571290910529,24.75067818711608,74.86416468379286
NEURO EXPLORATORY,ADAM15,Q13444,OID05162,0,13.366026364688695,86.6339736353113
NEURO EXPLORATORY,AKT1S1,Q96B36,OID05192,0,18.794237320849888,81.20576267915011
NEURO EXPLORATORY,ANXA10,Q9UJ72,OID05147,0,42.018391020304875,57.98160897969511
NEURO EXPLORATORY,ASGR1,P07306,OID05183,1.9484917198162828,38.17949989155965,59.87200838862407
NEURO EXPLORATORY,ATP6V1F,Q16864,OID05143,0,16.317123697542215,83.68287630245779
NEURO EXPLORATORY,BST2,Q10589,OID05140,0,25.950350886356762,74.04964911364323
NEURO EXPLORATORY,CARHSP1,Q9Y2V2,OID05198,0,49.65007679381776,50.34992320618223
NEURO EXPLORATORY,CCL27,Q9Y4X3,OID05190,0,30.074652147410298,69.9253478525897
NEURO EXPLORATORY,CD302,Q8IX05,OID05152,0,46.1611743176948,53.83882568230521
NEURO EXPLORATORY,CD33,P20138,OID05161,0,83.19895947104112,16.801040528958886
NEURO EXPLORATORY,CD63,P08962,OID05222,0,23.6367590147981,76.3632409852019
NEURO EXPLORATORY,CDH15,P55291,OID05134,0,80.43293838434472,19.567061615655273
NEURO EXPLORATORY,CDH17,Q12864,OID05138,0,70.38915797858228,29.610842021417742
NEURO EXPLORATORY,CETN2,P41208,OID05133,0,21.468229022957708,78.53177097704229
NEURO EXPLORATORY,CLSTN1,O94985,OID05158,0,98.26839954280716,1.7316004571928354
NEURO EXPLORATORY,COL4A3BP,Q9Y5P4,OID05185,0,23.33203979887224,76.66796020112777
NEURO EXPLORATORY,CRADD,P78560,OID05129,0,8.811073715693974,91.18892628430604
NEURO EXPLORATORY,CRIP2,P52943,OID05154,6.974866946595584,54.590456501492405,38.43467655191201
NEURO EXPLORATORY,CTF1,Q16619,OID05156,0,38.72496251484494,61.27503748515506
NEURO EXPLORATORY,DEFB4A,O15263,OID05200,0.42109615437981834,88.4757019504655,11.103201895154665
NEURO EXPLORATORY,DPEP1,P16444,OID05209,0.45882454589745053,91.70428803165511,7.8368874224474485
NEURO EXPLORATORY,DPEP2,Q9H4A9,OID05180,19.958648196485978,33.46174904367573,46.57960275983829
NEURO EXPLORATORY,DSG3,P32926,OID05170,0,42.0906040186172,57.9093959813828
NEURO EXPLORATORY,ECE1,P42892,OID05132,0.5833753299329647,53.776281058363544,45.64034361170349
NEURO EXPLORATORY,EIF4B,P23588,OID05128,0.21077331020210338,21.491034949067707,78.29819174073019
NEURO EXPLORATORY,EREG,O14944,OID05151,0,28.91987439400286,71.08012560599715
NEURO EXPLORATORY,FCAR,P24071,OID05175,0.7347056087706857,70.73807782774836,28.527216563480955
NEURO EXPLORATORY,FGFR2,P21802,OID05166,0,33.299153397914026,66.70084660208597
NEURO EXPLORATORY,FHIT,P49789,OID05157,0.18656404751939573,14.8902735397541,84.92316241272651
NEURO EXPLORATORY,FKBP5,Q13451,OID05220,0,24.31972016524562,75.68027983475439
NEURO EXPLORATORY,FKBP7,Q9Y680,OID05146,0,66.20710545062474,33.79289454937526
NEURO EXPLORATORY,FOLR2,P14207,OID05136,0,34.54552827006301,65.45447172993698
NEURO EXPLORATORY,FUT8,Q9BYC5,OID05195,1.6594988072429884,80.0828025123475,18.257698680409526
NEURO EXPLORATORY,GGT5,P36269,OID05221,0,34.967165636082555,65.03283436391744
NEURO EXPLORATORY,GPNMB,Q14956,OID05139,0.5060582882303689,45.487476135195564,54.006465576574065
NEURO EXPLORATORY,HMOX2,P30519,OID05207,0,25.06739022100882,74.93260977899118
NEURO EXPLORATORY,IFI30,P13284,OID05174,0,58.59606614245867,41.403933857541325
NEURO EXPLORATORY,IFNL1,Q8IU54,OID05127,0,63.23742930034308,36.76257069965692
NEURO EXPLORATORY,IL15,P40933,OID05169,0,52.74350603704682,47.256493962953186
NEURO EXPLORATORY,IL32,P24001,OID05194,0,60.467858200049804,39.532141799950196
NEURO EXPLORATORY,IL3RA,P26951,OID05211,0,79.10886545660541,20.8911345433946
NEURO EXPLORATORY,ILKAP,Q9H0C8,OID05215,0,30.311569745993957,69.68843025400605
NEURO EXPLORATORY,IMPA1,P29218,OID05153,0,16.53821754572391,83.46178245427609
NEURO EXPLORATORY,ISLR2,Q6UXK2,OID05216,0,70.86180064708437,29.138199352915645
NEURO EXPLORATORY,KIF1BP,Q96EK5,OID05213,0,20.539029252494178,79.46097074750583
NEURO EXPLORATORY,KIR2DL3,P43628,OID05149,0,92.35569575007602,7.644304249923966
NEURO EXPLORATORY,KIRREL2,Q6UWL6,OID05188,0,57.87954556955672,42.12045443044329
NEURO EXPLORATORY,KLB,Q86Z14,OID05137,0,80.22686604338956,19.773133956610433
NEURO EXPLORATORY,LEPR,P48357,OID05160,0.7737750110802513,38.43916207575943,60.78706291316032
NEURO EXPLORATORY,MAD1L1,Q9Y6D9,OID05191,0,37.051701672599116,62.94829832740089
NEURO EXPLORATORY,NAA10,P41227,OID05168,0,20.361631102889515,79.63836889711048
NEURO EXPLORATORY,NDRG1,Q92597,OID05163,0,53.185160831686225,46.814839168313775
NEURO EXPLORATORY,NEFL,P07196,OID05206,17.786594385722722,40.31465488161766,41.89875073265961
NEURO EXPLORATORY,NPM1,P06748,OID05182,0,37.32734081958962,62.67265918041038
NEURO EXPLORATORY,PFDN2,Q9UHV9,OID05197,0,43.81884496859166,56.18115503140834
NEURO EXPLORATORY,PHOSPHO1,Q8TCT1,OID05203,0,62.668214079633934,37.331785920366066
NEURO EXPLORATORY,PLA2G10,O15496,OID05177,0,58.51241269895378,41.48758730104622
NEURO EXPLORATORY,PMVK,Q15126,OID05218,0,4.061703436318163,95.93829656368183
NEURO EXPLORATORY,PPP3R1,P63098,OID05214,4.288612305527691,38.6409762533888,57.0704114410835
NEURO EXPLORATORY,PRTFDC1,Q9NRG1,OID05176,0,25.418832560113053,74.58116743988694
NEURO EXPLORATORY,PSG1,P11464,OID05186,7.708074693418715,86.31390132492913,5.978023981652149
NEURO EXPLORATORY,PSME1,Q06323,OID05187,0,9.517688597177173,90.48231140282283
NEURO EXPLORATORY,PTPN1,P18031,OID05141,1.793629183536967,27.382646494076727,70.8237243223863
NEURO EXPLORATORY,PTS,Q03393,OID05193,0,32.38563027115028,67.6143697288497
NEURO EXPLORATORY,RBKS,Q9H477,OID05144,0,1.0256339276986983,98.97436607230131
NEURO EXPLORATORY,RNF31,Q96EP0,OID05208,0,94.26313063163543,5.736869368364572
NEURO EXPLORATORY,RPS6KB1,P23443,OID05150,0,24.815745312404506,75.1842546875955
NEURO EXPLORATORY,SCGB1A1,P11684,OID05155,1.2348540135165982,81.92571628794782,16.839429698535586
NEURO EXPLORATORY,SFRP1,Q8N474,OID05171,0,57.18413694669998,42.81586305330002
NEURO EXPLORATORY,SMOC1,Q9H4F8,OID05135,0,52.47142121441948,47.52857878558053
NEURO EXPLORATORY,SNCG,O76070,OID05210,0,90.679605107681,9.320394892319003
NEURO EXPLORATORY,SRP14,P37108,OID05142,0,17.041717103927013,82.95828289607297
NEURO EXPLORATORY,TBCB,Q99426,OID05181,0,13.378977961502638,86.62102203849737
NEURO EXPLORATORY,TNFRSF13C,Q96RJ3,OID05205,0,41.716364648573524,58.283635351426476
NEURO EXPLORATORY,TPPP3,Q9BW30,OID05196,2.8949233760711133,70.40345697529573,26.70161964863316
NEURO EXPLORATORY,VSTM1,Q6UX27,OID05199,0,91.5142409524747,8.485759047525306
NEURO EXPLORATORY,WWP2,O00308,OID05219,0,31.52223491081595,68.47776508918403
