Panel,Assay,Uniprot ID,OlinkID,LOD
Olink NEURO EXPLORATORY(v.3901),FKBP7,Q9Y680,OID05146,0.65276000000000001
Olink NEURO EXPLORATORY(v.3901),ANXA10,Q9UJ72,OID05147,1.0591200000000001
Olink NEURO EXPLORATORY(v.3901),GSTP1,P09211,OID05148,1.0764100000000001
Olink NEURO EXPLORATORY(v.3901),KIR2DL3,P43628,OID05149,1.6157600000000001
Olink NEURO EXPLORATORY(v.3901),RPS6KB1,P23443,OID05150,0.98787000000000003
Olink NEURO EXPLORATORY(v.3901),EREG,O14944,OID05151,1.0509200000000001
Olink NEURO EXPLORATORY(v.3901),CD302,Q8IX05,OID05152,5.9100000000000003E-3
Olink NEURO EXPLORATORY(v.3901),IMPA1,P29218,OID05153,5.1000000000000004E-3
Olink NEURO EXPLORATORY(v.3901),CRIP2,P52943,OID05154,0.69098000000000004
Olink NEURO EXPLORATORY(v.3901),SCGB1A1,P11684,OID05155,1.3392299999999999
Olink NEURO EXPLORATORY(v.3901),CTF1,Q16619,OID05156,1.3144899999999999
Olink NEURO EXPLORATORY(v.3901),FHIT,P49789,OID05157,-0.57970999999999995
Olink NEURO EXPLORATORY(v.3901),CLSTN1,O94985,OID05158,1.2591300000000001
Olink NEURO EXPLORATORY(v.3901),HSP90B1,P14625,OID05159,0.84047000000000005
Olink NEURO EXPLORATORY(v.3901),LEPR,P48357,OID05160,0.96948999999999996
Olink NEURO EXPLORATORY(v.3901),CD33,P20138,OID05161,-0.58330000000000004
Olink NEURO EXPLORATORY(v.3901),ADAM15,Q13444,OID05162,2.49335
Olink NEURO EXPLORATORY(v.3901),NDRG1,Q92597,OID05163,1.6193
Olink NEURO EXPLORATORY(v.3901),CEACAM3,P40198,OID05164,1.6556299999999999
Olink NEURO EXPLORATORY(v.3901),GBP2,P32456,OID05165,0.78464
Olink NEURO EXPLORATORY(v.3901),FGFR2,P21802,OID05166,1.42831
Olink NEURO EXPLORATORY(v.3901),NXPH1,P58417,OID05167,2.3111199999999998
Olink NEURO EXPLORATORY(v.3901),NAA10,P41227,OID05168,1.5441199999999999
Olink NEURO EXPLORATORY(v.3901),IL15,P40933,OID05169,0.90663000000000005
Olink NEURO EXPLORATORY(v.3901),DSG3,P32926,OID05170,1.6521600000000001
Olink NEURO EXPLORATORY(v.3901),SFRP1,Q8N474,OID05171,0.90178999999999998
Olink NEURO EXPLORATORY(v.3901),IFI30,P13284,OID05174,1.04583
Olink NEURO EXPLORATORY(v.3901),FCAR,P24071,OID05175,1.8392599999999999
Olink NEURO EXPLORATORY(v.3901),PRTFDC1,Q9NRG1,OID05176,0.30520999999999998
Olink NEURO EXPLORATORY(v.3901),PLA2G10,O15496,OID05177,0.46382000000000001
Olink NEURO EXPLORATORY(v.3901),IKZF2,Q9UKS7,OID05178,1.2567600000000001
Olink NEURO EXPLORATORY(v.3901),UBE2F,Q969M7,OID05179,1.6475599999999999
Olink NEURO EXPLORATORY(v.3901),DPEP2,Q9H4A9,OID05180,0.67357999999999996
Olink NEURO EXPLORATORY(v.3901),TBCB,Q99426,OID05181,0.68747999999999998
Olink NEURO EXPLORATORY(v.3901),NPM1,P06748,OID05182,0.55701999999999996
Olink NEURO EXPLORATORY(v.3901),ASGR1,P07306,OID05183,-1.02854
Olink NEURO EXPLORATORY(v.3901),EPHA10,Q5JZY3,OID05184,1.0460100000000001
Olink NEURO EXPLORATORY(v.3901),COL4A3BP,Q9Y5P4,OID05185,5.7410000000000003E-2
Olink NEURO EXPLORATORY(v.3901),PSG1,P11464,OID05186,-0.60816999999999999
Olink NEURO EXPLORATORY(v.3901),PSME1,Q06323,OID05187,0.21487000000000001
Olink NEURO EXPLORATORY(v.3901),KIRREL2,Q6UWL6,OID05188,1.0832999999999999
Olink NEURO EXPLORATORY(v.3901),PAEP,P09466,OID05189,0.43963999999999998
Olink NEURO EXPLORATORY(v.3901),CCL27,Q9Y4X3,OID05190,2.3668999999999998
Olink NEURO EXPLORATORY(v.3901),MAD1L1,Q9Y6D9,OID05191,0.1807
Olink NEURO EXPLORATORY(v.3901),AKT1S1,Q96B36,OID05192,0.48444999999999999
Olink NEURO EXPLORATORY(v.3901),PTS,Q03393,OID05193,1.1734199999999999
Olink NEURO EXPLORATORY(v.3901),IL32,P24001,OID05194,0.60177000000000003
Olink NEURO EXPLORATORY(v.3901),FUT8,Q9BYC5,OID05195,-0.58982000000000001
Olink NEURO EXPLORATORY(v.3901),TPPP3,Q9BW30,OID05196,1.58165
Olink NEURO EXPLORATORY(v.3901),PFDN2,Q9UHV9,OID05197,1.5386299999999999
Olink NEURO EXPLORATORY(v.3901),CARHSP1,Q9Y2V2,OID05198,1.6459699999999999
Olink NEURO EXPLORATORY(v.3901),VSTM1,Q6UX27,OID05199,0.54000999999999999
Olink NEURO EXPLORATORY(v.3901),DEFB4A,O15263,OID05200,0.45818999999999999
Olink NEURO EXPLORATORY(v.3901),ABHD14B,Q96IU4,OID05201,0.15275
Olink NEURO EXPLORATORY(v.3901),AARSD1,Q9BTE6,OID05202,1.24709
Olink NEURO EXPLORATORY(v.3901),PHOSPHO1,Q8TCT1,OID05203,2.0415899999999998
Olink NEURO EXPLORATORY(v.3901),DUSP3,P51452,OID05204,1.2559400000000001
Olink NEURO EXPLORATORY(v.3901),TNFRSF13C,Q96RJ3,OID05205,1.3177700000000001
Olink NEURO EXPLORATORY(v.3901),NEFL,P07196,OID05206,0.64883000000000002
Olink NEURO EXPLORATORY(v.3901),HMOX2,P30519,OID05207,1.4408700000000001
Olink NEURO EXPLORATORY(v.3901),RNF31,Q96EP0,OID05208,1.5405
Olink NEURO EXPLORATORY(v.3901),DPEP1,P16444,OID05209,0.87944999999999995
Olink NEURO EXPLORATORY(v.3901),SNCG,O76070,OID05210,0.62909000000000004
Olink NEURO EXPLORATORY(v.3901),IL3RA,P26951,OID05211,1.05294
Olink NEURO EXPLORATORY(v.3901),AOC1,P19801,OID05212,0.92505000000000004
Olink NEURO EXPLORATORY(v.3901),KIF1BP,Q96EK5,OID05213,1.27895
Olink NEURO EXPLORATORY(v.3901),PPP3R1,P63098,OID05214,1.0782400000000001
Olink NEURO EXPLORATORY(v.3901),ILKAP,Q9H0C8,OID05215,1.7945800000000001
Olink NEURO EXPLORATORY(v.3901),ISLR2,Q6UXK2,OID05216,1.03501
Olink NEURO EXPLORATORY(v.3901),ING1,Q9UK53,OID05217,1.5743799999999999
Olink NEURO EXPLORATORY(v.3901),PMVK,Q15126,OID05218,1.8830100000000001
Olink NEURO EXPLORATORY(v.3901),WWP2,O00308,OID05219,1.10917
Olink NEURO EXPLORATORY(v.3901),FKBP5,Q13451,OID05220,1.34457
Olink NEURO EXPLORATORY(v.3901),GGT5,P36269,OID05221,8.6150000000000004E-2
Olink NEURO EXPLORATORY(v.3901),CD63,P08962,OID05222,-0.40397
Olink CARDIOMETABOLIC,Plate ID,NA,NA,NA
Olink CARDIOVASCULAR III,Plate ID,NA,NA,NA
Olink IMMUNO-ONCOLOGY,Plate ID,NA,NA,NA
Olink INFLAMMATION,Plate ID,NA,NA,NA
Olink NEURO EXPLORATORY,Plate ID,NA,NA,NA
Olink CARDIOMETABOLIC,QC Warning,NA,NA,NA
Olink CARDIOVASCULAR III,QC Warning,NA,NA,NA
Olink IMMUNO-ONCOLOGY,QC Warning,NA,NA,NA
Olink INFLAMMATION,QC Warning,NA,NA,NA
Olink NEURO EXPLORATORY,QC Warning,NA,NA,NA
