Panel,Protein,Uniprot,OlinkRef,Biotemporal CV
NEURO EXPLORATORY,RBKS,Q9H477,OID05144,3.81443144172231
NEURO EXPLORATORY,RNF31,Q96EP0,OID05208,8.304583206959101
NEURO EXPLORATORY,RPS6KB1,P23443,OID05150,13.833053076486483
NEURO EXPLORATORY,SCGB1A1,P11684,OID05155,3.860568596249723
NEURO EXPLORATORY,SFRP1,Q8N474,OID05171,4.126635892940231
NEURO EXPLORATORY,SMOC1,Q9H4F8,OID05135,3.036463536282082
NEURO EXPLORATORY,SNCG,O76070,OID05210,8.052209196044702
NEURO EXPLORATORY,SRP14,P37108,OID05142,13.81457904934626
NEURO EXPLORATORY,TBCB,Q99426,OID05181,7.972111754909465
NEURO EXPLORATORY,TNFRSF13C,Q96RJ3,OID05205,7.8941668291551
NEURO EXPLORATORY,TPPP3,Q9BW30,OID05196,8.439020137657938
NEURO EXPLORATORY,VSTM1,Q6UX27,OID05199,10.383682777462532
NEURO EXPLORATORY,WWP2,O00308,OID05219,5.6938524578662415
